"minute","x","Control","A","B","w","n","a"
764,16.795260166336,15.1003866788835,29.9998434204408,13.2045832541048,0.98559229875165,16.5503369070579,1.99999036729559
765,16.7982449960126,15.1003866015518,29.9998428843266,13.201597888314,0.985259717477068,16.5476932864381,1.99999034179693
766,16.8012294771364,15.1003865214891,29.99984234171,13.1986128645736,0.984927248429727,16.5450492223711,1.99999031622648
767,16.8042136094371,15.1003864386164,29.9998417924307,13.1956281829936,0.984594891571757,16.5424047153133,1.99999029058403
768,16.807197392638,15.1003863528512,29.9998412363218,13.1926438436839,0.984262646865299,16.5397597657144,1.99999026486937
769,16.8101808264556,15.1003862641078,29.9998406732098,13.1896598467543,0.98393051427251,16.5371143740179,1.9999902390823
770,16.8131639105993,15.1003861722966,29.9998401029138,13.1866761923146,0.983598493755557,16.5344685406603,1.99999021322259
771,16.8161466447711,15.1003860773246,29.9998395252455,13.1836928804745,0.983266585276621,16.531822266071,1.99999018729005
772,16.8191290286654,15.1003859790946,29.999838940009,13.1807099113436,0.982934788797895,16.5291755506725,1.99999016128445
773,16.8221110619686,15.1003858775057,29.9998383470002,13.1777272850316,0.982603104281586,16.5265283948791,1.9999901352056
774,16.8250927443589,15.1003857724525,29.9998377460068,13.1747450016479,0.982271531689914,16.5238807990977,1.99999010905326
775,16.8280740755059,15.1003856638254,29.9998371368078,13.171763061302,0.981940070985109,16.5212327637269,1.99999008282724
776,16.8310550550698,15.1003855515101,29.999836519173,13.1687814641032,0.981608722129416,16.5185842891565,1.99999005652731
777,16.834035682702,15.1003854353877,29.9998358928628,13.1658002101608,0.981277485085092,16.5159353757677,1.99999003015325
778,16.8370159580437,15.1003853153342,29.9998352576278,13.162819299584,0.980946359814409,16.5132860239324,1.99999000370487
779,16.8399958807261,15.1003851912207,29.9998346132083,13.1598387324821,0.980615346279648,16.510636234013,1.99998997718193
780,16.8429754503698,15.1003850629126,29.999833959334,13.1568585089641,0.980284444443104,16.5079860063618,1.99998995058421
781,16.8459546665843,15.1003849302699,29.9998332957234,13.1538786291391,0.979953654267087,16.5053353413208,1.99998992391151
782,16.8489335289674,15.1003847931468,29.9998326220833,13.1508990931159,0.979622975713916,16.502684239221,1.9999898971636
783,16.851912037105,15.1003846513912,29.9998319381086,13.1479199010036,0.979292408745927,16.5000327003825,1.99998987034026
784,16.8548901905705,15.1003845048448,29.9998312434813,13.1449410529108,0.978961953325464,16.4973807251132,1.99998984344128
785,16.857867988924,15.1003843533426,29.9998305378704,13.1419625489464,0.978631609414887,16.4947283137092,1.99998981646642
786,16.860845431712,15.1003841967128,29.9998298209311,13.138984389219,0.978301376976568,16.4920754664536,1.99998978941547
787,16.8638225184667,15.1003840347762,29.999829092304,13.1360065738373,0.977971255972892,16.4894221836162,1.99998976228821
788,16.8667992487053,15.1003838673462,29.9998283516151,13.1330291029098,0.977641246366254,16.4867684654531,1.99998973508441
789,16.8697756219294,15.1003836942281,29.9998275984744,13.130051976545,0.977311348119067,16.4841143122058,1.99998970780384
790,16.8727516376244,15.1003835152193,29.9998268324757,13.1270751948513,0.97698156119375,16.4814597241009,1.99998968044629
791,16.8757272952587,15.1003833301083,29.9998260531957,13.124098757937,0.976651885552741,16.478804701349,1.99998965301152
792,16.8787025942828,15.1003831386748,29.9998252601931,13.1211226659103,0.976322321158487,16.4761492441446,1.9999896254993
793,16.8816775341285,15.100382940689,29.9998244530081,13.1181469188796,0.975992867973448,16.4734933526649,1.99998959790942
794,16.8846521142085,15.1003827359114,29.9998236311614,13.1151715169529,0.975663525960098,16.4708370270692,1.99998957024164
795,16.8876263339149,15.1003825240921,29.9998227941532,13.1121964602383,0.975334295080923,16.4681802674982,1.99998954249573
796,16.8906001926186,15.1003823049707,29.9998219414625,13.1092217488438,0.97500517529842,16.4655230740729,1.99998951467146
797,16.8935736896685,15.1003820782753,29.9998210725458,13.1062473828773,0.974676166575102,16.4628654468942,1.99998948676859
798,16.8965468243899,15.1003818437226,29.9998201868365,13.1032733624466,0.974347268873492,16.4602073860416,1.99998945878691
799,16.899519596084,15.1003816010167,29.9998192837436,13.1002996876596,0.974018482156127,16.4575488915722,1.99998943072616
800,16.9024920040266,15.1003813498491,29.9998183626506,13.097326358624,0.973689806385556,16.4548899635199,1.99998940258613
801,16.9054640474668,15.1003810898978,29.9998174229141,13.0943533754473,0.97336124152434,16.4522306018946,1.99998937436657
802,16.9084357256258,15.1003808208268,29.9998164638631,13.0913807382373,0.973032787535054,16.4495708066802,1.99998934606724
803,16.9114070376957,15.1003805422852,29.999815484797,13.0884084471013,0.972704444380285,16.4469105778346,1.99998931768791
804,16.914377982838,15.1003802539069,29.9998144849848,13.0854365021468,0.972376212022632,16.4442499152874,1.99998928922834
805,16.9173485601824,15.1003799553097,29.9998134636636,13.0824649034813,0.972048090424709,16.4415888189394,1.9999892606883
806,16.9203187688248,15.1003796460944,29.9998124200366,13.0794936512118,0.97172007954914,16.4389272886609,1.99998923206753
807,16.9232886078264,15.1003793258441,29.9998113532722,13.0765227454458,0.971392179358561,16.4362653242903,1.9999892033658
808,16.9262580762113,15.1003789941234,29.9998102625017,13.0735521862903,0.971064389815625,16.4336029256326,1.99998917458287
809,16.9292271729654,15.1003786504777,29.9998091468179,13.0705819738525,0.970736710882992,16.4309400924581,1.99998914571849
810,16.9321958970341,15.1003782944317,29.9998080052734,13.0676121082393,0.970409142523339,16.4282768245002,1.99998911677242
811,16.9351642473206,15.1003779254892,29.9998068368783,13.0646425895577,0.970081684699354,16.4256131214544,1.9999890877444
812,16.9381322226837,15.1003775431313,29.9998056405982,13.0616734179145,0.969754337373736,16.4229489829758,1.9999890586342
813,16.9410998219358,15.1003771468159,29.9998044153523,13.0587045934165,0.9694271005092,16.4202844086777,1.99998902944156
814,16.9440670438407,15.1003767359764,29.9998031600112,13.0557361161705,0.96909997406847,16.4176193981294,1.99998900016624
815,16.9470338871109,15.1003763100203,29.999801873394,13.0527679862831,0.968772958014285,16.4149539508539,1.99998897080798
816,16.9500003504055,15.1003758683282,29.9998005542664,13.0498002038609,0.968446052309396,16.4122880663261,1.99998894136652
817,16.9529664323275,15.1003754102525,29.9997992013378,13.0468327690104,0.968119256916566,16.4096217439701,1.99998891184163
818,16.9559321314206,15.1003749351156,29.9997978132586,13.043865681838,0.967792571798571,16.406954983157,1.99998888223303
819,16.9588974461672,15.1003744422091,29.9997963886172,13.0408989424501,0.9674659969182,16.4042877832022,1.99998885254047
820,16.9618623749842,15.1003739307916,29.9997949259371,13.0379325509529,0.967139532238254,16.4016201433626,1.99998882276369
821,16.964826916221,15.1003734000878,29.9997934236737,13.0349665074528,0.966813177721546,16.398952062834,1.99998879290244
822,16.9677910681549,15.1003728492859,29.9997918802106,13.0320008120557,0.966486933330903,16.3962835407479,1.99998876295645
823,16.9707548289887,15.1003722775366,29.9997902938566,13.0290354648679,0.966160799029163,16.3936145761685,1.99998873292546
824,16.973718196846,15.1003716839508,29.9997886628412,13.0260704659952,0.965834774779178,16.3909451680889,1.9999887028092
825,16.9766811697679,15.1003710675979,29.9997869853115,13.0231058155436,0.965508860543811,16.3882753154285,1.99998867260741
826,16.9796437457084,15.1003704275033,29.9997852593274,13.020141513619,0.965183056285938,16.3856050170285,1.99998864231982
827,16.9826059225304,15.1003697626465,29.9997834828574,13.017177560327,0.964857361968449,16.3829342716483,1.99998861194615
828,16.9855676980007,15.1003690719588,29.9997816537741,13.0142139557734,0.964531777554245,16.3802630779615,1.99998858148613
829,16.9885290697855,15.1003683543206,29.9997797698494,13.0112507000639,0.96420630300624,16.3775914345515,1.9999885509395
830,16.991490035445,15.1003676085591,29.9997778287488,13.0082877933038,0.96388093828736,16.3749193399069,1.99998852030597
831,16.9944505924283,15.1003668334455,29.999775828027,13.0053252355988,0.963555683360545,16.3722467924171,1.99998848958526
832,16.9974107380672,15.1003660276919,29.9997737651213,13.0023630270541,0.963230538188745,16.3695737903667,1.9999884587771
833,17.0003704695709,15.1003651899487,29.999771637346,12.999401167775,0.962905502734924,16.3669003319306,1.99998842788119
834,17.0033297840191,15.100364318801,29.999769441886,12.9964396578669,0.96258057696206,16.3642264151684,1.99998839689726
835,17.0062886783556,15.1003634127657,29.9997671757903,12.9934784974348,0.96225576083314,16.3615520380181,1.99998836582502
836,17.009247149381,15.1003624702874,29.9997648359648,12.9905176865837,0.961931054311167,16.3588771982906,1.99998833466417
837,17.012205193746,15.1003614897353,29.9997624191648,12.9875572254188,0.961606457359153,16.3562018936626,1.99998830341443
838,17.0151628079426,15.1003604693986,29.9997599219874,12.9845971140448,0.961281969940127,16.3535261216698,1.99998827207549
839,17.0181199882965,15.1003594074831,29.9997573408632,12.9816373525667,0.960957592017126,16.3508498796999,1.99998824064706
840,17.0210767309584,15.1003583021059,29.9997546720474,12.978677941089,0.960633323553201,16.3481731649845,1.99998820912883
841,17.0240330318945,15.1003571512918,29.999751911611,12.9757188797165,0.960309164511417,16.3454959745914,1.99998817752051
842,17.0269888868768,15.1003559529676,29.9997490554306,12.9727601685538,0.95998511485485,16.342818305416,1.99998814582177
843,17.0299442914734,15.1003547049574,29.9997460991787,12.9698018077053,0.959661174546589,16.3401401541719,1.99998811403232
844,17.0328992410371,15.100353404977,29.9997430383125,12.9668437972754,0.959337343549734,16.337461517382,1.99998808215183
845,17.0358537306944,15.1003520506281,29.9997398680628,12.9638861373684,0.959013621827399,16.3347823913682,1.99998805017999
846,17.0388077553332,15.1003506393926,29.9997365834218,12.9609288280886,0.958690009342711,16.3321027722405,1.99998801811646
847,17.0417613095903,15.1003491686257,29.9997331791304,12.95797186954,0.958366506058808,16.3294226558864,1.99998798596094
848,17.044714387838,15.1003476355496,29.9997296496648,12.9550152618268,0.958043111938841,16.3267420379588,1.99998795371307
849,17.0476669841696,15.100346037246,29.9997259892224,12.9520590050528,0.957719826945973,16.3240609138637,1.99998792137254
850,17.0506190923849,15.1003443706489,29.9997221917069,12.9491030993219,0.95739665104338,16.3213792787468,1.99998788893899
851,17.0535707059742,15.1003426325365,29.9997182507121,12.9461475447379,0.95707358419425,16.3186971274797,1.99998785641209
852,17.0565218181013,15.1003408195226,29.9997141595058,12.9431923414045,0.956750626361784,16.3160144546458,1.99998782379147
853,17.0594724215865,15.1003389280481,29.9997099110116,12.9402374894251,0.956427777509195,16.3133312545238,1.9999877910768
854,17.0624225088874,15.1003369543712,29.9997054977906,12.9372829889032,0.956105037599709,16.3106475210722,1.9999877582677
855,17.0653720720791,15.100334894558,29.9997009120215,12.9343288399423,0.955782406596564,16.3079632479117,1.99998772536381
856,17.0683211028341,15.1003327444714,29.9996961454797,12.9313750426456,0.955459884463009,16.305278428307,1.99998769236475
857,17.0712695923995,15.1003304997606,29.9996911895157,12.9284215971162,0.955137471162308,16.3025930551472,1.99998765927015
858,17.074217531574,15.1003281558487,29.9996860350312,12.9254685034572,0.954815166657735,16.299907120926,1.99998762607961
859,17.0771649106833,15.1003257079211,29.9996806724549,12.9225157617716,0.954492970912578,16.2972206177197,1.99998759279276
860,17.0801117195542,15.1003231509119,29.9996750917162,12.9195633721621,0.954170883890138,16.2945335371644,1.99998755940918
861,17.0830579474865,15.1003204794898,29.9996692822179,12.9166113347314,0.953848905553725,16.2918458704321,1.99998752592846
862,17.0860035832246,15.1003176880442,29.9996632328068,12.9136596495823,0.953527035866666,16.2891576082053,1.99998749235019
863,17.088948614926,15.100314770669,29.999656931743,12.910708316817,0.953205274792297,16.2864687406497,1.99998745867394
864,17.0918930301292,15.1003117211464,29.9996503666673,12.9077573365381,0.952883622293967,16.2837792573861,1.99998742489928
865,17.0948368157187,15.1003085329297,29.9996435245664,12.9048067088477,0.952562078335038,16.28108914746,1.99998739102576
866,17.097779957889,15.1003051991245,29.999636391737,12.901856433848,0.952240642878884,16.2783983993096,1.99998735705293
867,17.1007224421054,15.1003017124698,29.9996289537463,12.8989065116409,0.951919315888892,16.2757070007325,1.99998732298032
868,17.1036642530635,15.1002980653168,29.9996211953917,12.8959569423282,0.951598097328461,16.2730149388496,1.99998728880746
869,17.1066053746456,15.1002942496077,29.9996131006573,12.8930077260117,0.951276987161001,16.2703222000676,1.99998725453385
870,17.1095457898749,15.1002902568521,29.9996046526677,12.8900588627928,0.950955985349937,16.2676287700386,1.99998722015899
871,17.1124854808669,15.1002860781027,29.99959583364,12.8871103527731,0.950635091858704,16.2649346336184,1.99998718568238
872,17.115424428778,15.1002817039295,29.9995866248318,12.8841621960538,0.95031430665075,16.2622397748211,1.99998715110347
873,17.1183626137511,15.1002771243925,29.9995770064869,12.8812143927358,0.949993629689537,16.2595441767718,1.99998711642174
874,17.1213000148574,15.1002723290123,29.9995669577778,12.8782669429203,0.949673060938536,16.2568478216568,1.99998708163661
875,17.1242366100361,15.1002673067394,29.999556456744,12.875319846708,0.949352600361234,16.2541506906697,1.99998704674751
876,17.1271723760287,15.1002620459219,29.999545480228,12.8723731041993,0.949032247921127,16.2514527639558,1.99998701175386
877,17.1301072883109,15.1002565342706,29.9995340038057,12.8694267154949,0.948712003581726,16.2487540205518,1.99998697665503
878,17.1330413210197,15.1002507588226,29.9995220017145,12.8664806806948,0.948391867306552,16.2460544383227,1.9999869414504
879,17.1359744468764,15.1002447059024,29.9995094467755,12.8635349998991,0.948071839059141,16.2433539938954,1.99998690613932
880,17.1389066371045,15.1002383610807,29.9994963103122,12.8605896732076,0.947751918803039,16.2406526625869,1.99998687072111
881,17.1418378613436,15.100231709131,29.9994825620637,12.85764470072,0.947432106501804,16.2379504183297,1.99998683519508
882,17.1447680875571,15.100224733983,29.9994681700928,12.8547000825357,0.947112402119009,16.2352472335918,1.99998679956051
883,17.1476972819349,15.1002174186741,29.9994531006888,12.8517558187538,0.946792805618237,16.2325430792922,1.99998676381665
884,17.1506254087903,15.1002097452969,29.9994373182636,12.8488119094733,0.946473316963084,16.2298379247118,1.99998672796273
885,17.1535524304502,15.1002016949444,29.9994207852431,12.8458683547929,0.946153936117158,16.2271317373979,1.99998669199795
886,17.1564783071391,15.1001932476514,29.99940346195,12.8429251548109,0.945834663044081,16.2244244830638,1.99998665592147
887,17.1594029968557,15.1001843823326,29.9993853064814,12.8399823096257,0.945515497707483,16.2217161254822,1.99998661973243
888,17.1623264552423,15.1001750767165,29.9993662745773,12.837039819335,0.945196440071012,16.2190066263718,1.99998658342994
889,17.1652486354461,15.1001653072759,29.9993463194826,12.8340976840365,0.944877490098323,16.2162959452774,1.99998654701305
890,17.1681694879717,15.1001550491536,29.9993253917991,12.8311559038274,0.944558647753088,16.2135840394425,1.99998651048079
891,17.1710889605253,15.1001442760839,29.99930343933,12.8282144788048,0.944239912998986,16.2108708636743,1.99998647383216
892,17.1740069978484,15.1001329603092,29.9992804069136,12.8252734090652,0.943921285799713,16.2081563702003,1.99998643706608
893,17.1769235415425,15.1001210724913,29.9992562362475,12.822332694705,0.943602766118976,16.2054405085164,1.99998640018147
894,17.1798385298816,15.1001085816173,29.9992308657016,12.81939233582,0.943284353920491,16.2027232252256,1.99998636317716
895,17.1827518976144,15.1000954549001,29.9992042301201,12.8164523325058,0.942966049167992,16.2000044638665,1.99998632605195
896,17.1856635757533,15.1000816576723,29.9991762606107,12.8135126848574,0.942647851825219,16.1972841647319,1.9999862888046
897,17.1885734913512,15.1000671532734,29.9991468843209,12.8105733929697,0.94232976185593,16.1945622646757,1.99998625143377
898,17.1914815672639,15.1000519029306,29.9991160242006,12.8076344569367,0.942011779223891,16.1918386969084,1.99998621393809
899,17.1943877218976,15.1000358656318,29.9990835987499,12.8046958768523,0.941693903892883,16.1891133907792,1.99998617631613
900,17.1972918689415,15.1000189979909,29.9990495217512,12.8017576528097,0.941376135826696,16.1863862715459,1.99998613856637
901,17.2001939170831,15.100001254104,29.9990137019848,12.7988197849017,0.941058474989137,16.1836572601292,1.99998610068722
902,17.2030937697056,15.0999825853983,29.998976042926,12.7958822732204,0.94074092134402,16.1809262728525,1.99998606267703
903,17.2059913245671,15.0999629404694,29.9989364424245,12.7929451178574,0.940423474855174,16.1781932211659,1.99998602453404
904,17.2088864734591,15.0999422649102,29.9988947923627,12.7900083189036,0.940106135486442,16.175458011352,1.99998598625641
905,17.2117791018437,15.0999205011279,29.9988509782932,12.7870718764495,0.939788903201674,16.1727205442142,1.99998594784224
906,17.2146690884684,15.0998975881505,29.9988048790529,12.7841357905845,0.939471777964738,16.1699807147454,1.99998590928947
907,17.2175563049561,15.0998734614202,29.9987563663537,12.7812000613977,0.939154759739509,16.1672384117757,1.99998587059599
908,17.2204406153697,15.0998480525742,29.9987053043468,12.778264688977,0.938837848489879,16.1644935175983,1.99998583175955
909,17.2233218757493,15.099821289212,29.9986515491592,12.7753296734099,0.938521044179748,16.1617459075721,1.99998579277777
910,17.2261999336193,15.0997930946474,29.9985949484021,12.7723950147828,0.938204346773031,16.158995449699,1.99998575364817
911,17.2290746274658,15.099763387645,29.998535340647,12.7694607131812,0.937887756233654,16.1562420041745,1.99998571436813
912,17.2319457861795,15.0997320821404,29.9984725548691,12.7665267686896,0.937571272525555,16.1534854229109,1.99998567493486
913,17.2348132284638,15.099699086942,29.9984064098555,12.7635931813917,0.937254895612684,16.1507255490291,1.99998563534545
914,17.2376767622055,15.0996643054142,29.9983367135753,12.7606599513697,0.936938625459006,16.1479622163196,1.99998559559681
915,17.240536183805,15.0996276351407,29.9982632625102,12.7577270787052,0.936622462028493,16.1451952486683,1.99998555568567
916,17.2433912774639,15.0995889675654,29.9981858409419,12.754794563478,0.936306405285134,16.1424244594467,1.99998551560861
917,17.2462418144274,15.0995481876117,29.9981042201945,12.7518624057671,0.935990455192928,16.1396496508632,1.99998547536196
918,17.2490875521779,15.0995051732761,29.9980181578277,12.7489306056498,0.935674611715885,16.1368706132726,1.9999854349419
919,17.2519282335771,15.0994597951969,29.9979273967791,12.745999163202,0.935358874818029,16.1340871244428,1.99998539434434
920,17.2547635859532,15.0994119161945,29.9978316644514,12.7430680784982,0.935043244463396,16.1312989487736,1.99998535356498
921,17.2575933201292,15.0993613907825,29.9977306717404,12.7401373516112,0.934727720616034,16.1285058364666,1.99998531259926
922,17.2604171293892,15.0993080646473,29.997624112001,12.7372069826118,0.934412303240003,16.1257075226412,1.99998527144235
923,17.2632346883772,15.0992517740944,29.9975116599465,12.7342769715693,0.934096992299373,16.122903726395,1.99998523008914
924,17.2660456519265,15.0991923454584,29.9973929704773,12.7313473185509,0.933781787758231,16.1200941498028,1.99998518853421
925,17.2688496538114,15.0991295944755,29.9972676774329,12.7284180236215,0.933466689580671,16.1172784768525,1.99998514677182
926,17.2716463054203,15.0990633256154,29.9971353922644,12.7254890868442,0.933151697730802,16.1144563723121,1.99998510479587
927,17.2744351943414,15.0989933313694,29.9969957026206,12.7225605082792,0.932836812172745,16.1116274805234,1.99998506259993
928,17.2772158828573,15.098919391493,29.996848170842,12.7196322879847,0.932522032870632,16.1087914241192,1.99998502017713
929,17.2799879063423,15.0988412721991,29.996692332358,12.7167044260157,0.932207359788607,16.1059478026562,1.9999849775202
930,17.2827507715542,15.0987587252986,29.996527693979,12.7137769224248,0.931892792890829,16.1030961911611,1.99998493462143
931,17.2855039548169,15.0986714872852,29.9963537320781,12.7108497772612,0.931578332141464,16.1002361385811,1.99998489147263
932,17.2882469000826,15.0985792783608,29.9961698906537,12.707922990571,0.931263977504696,16.0973671661359,1.9999848480651
933,17.2909790168692,15.0984818013969,29.9959755792662,12.704996562397,0.930949728944715,16.0944887655612,1.9999848043896
934,17.293699678062,15.0983787408285,29.9957701708399,12.7020704927779,0.930635586425728,16.0916003972391,1.9999847604363
935,17.2964082175721,15.0982697614756,29.995552999321,12.6991447817489,0.930321549911952,16.0887014882065,1.99998471619477
936,17.2991039278412,15.0981545072874,29.9953233571819,12.6962194293408,0.930007619367616,16.0857914300347,1.99998467165392
937,17.3017860571834,15.0980326000045,29.9950804927633,12.6932944355799,0.929693794756962,16.0828695765697,1.99998462680193
938,17.3044538069521,15.0979036377328,29.9948236074399,12.6903698004878,0.929380076044242,16.0799352415263,1.99998458162626
939,17.3071063285207,15.0977671934247,29.9945518526019,12.6874455240811,0.929066463193722,16.0769876959241,1.99998453611357
940,17.3097427200653,15.0976228132589,29.9942643264362,12.6845216063709,0.928752956169681,16.0740261653566,1.99998449024962
941,17.312362023135,15.0974700149151,29.9939600704974,12.6815980473625,0.928439554936406,16.0710498270811,1.99998444401931
942,17.3149632189964,15.097308285734,29.9936380660513,12.678674847055,0.928126259458201,16.0680578069185,1.99998439740653
943,17.317545224737,15.0971370807561,29.9932972301779,12.6757520054409,0.927813069699379,16.0650491759489,1.99998435039414
944,17.3201068891113,15.0969558206314,29.9929364116171,12.6728295225059,0.927499985624265,16.0620229469911,1.99998430296386
945,17.3226469881114,15.09676388939,29.9925543863391,12.6699073982278,0.927187007197197,16.0589780708506,1.99998425509624
946,17.3251642202457,15.096560632066,29.9921498528223,12.6669856325766,0.926874134382525,16.0559134323198,1.99998420677055
947,17.327657201504,15.0963453521638,29.9917214270177,12.6640642255137,0.926561367144611,16.0528278459158,1.99998415796469
948,17.3301244599887,15.0961173089557,29.9912676369799,12.6611431769913,0.926248705447829,16.0497200513369,1.9999841086551
949,17.3325644301895,15.095875714601,29.9907869171412,12.6582224869517,0.925936149256565,16.0465887086189,1.99998405881666
950,17.3349754468784,15.0956197310732,29.9902776022051,12.6553021553267,0.925623698535216,16.0434323929719,1.99998400842257
951,17.3373557385975,15.0953484668826,29.9897379206345,12.6523821820371,0.925311353248192,16.0402495892752,1.99998395744425
952,17.3397034207139,15.095060973581,29.9891659877052,12.6494625669914,0.924999113359916,16.0370386862081,1.9999839058512
953,17.3420164880116,15.0947562420339,29.9885597980969,12.6465433100853,0.924686978834821,16.0337979699917,1.99998385361087
954,17.3442928067895,15.0944331984427,29.9879172179904,12.6436244112009,0.924374949637353,16.0305256177159,1.99998380068851
955,17.3465301064311,15.094090700103,29.9872359766365,12.6407058702053,0.92406302573197,16.0272196902232,1.99998374704701
956,17.3487259704119,15.0937275308782,29.9865136573619,12.63778768695,0.923751207083143,16.0238781245198,1.99998369264675
957,17.3508778267044,15.0933423963711,29.9857476879739,12.6348698612695,0.923439493655352,16.0204987256826,1.99998363744538
958,17.3529829375417,15.0929339187717,29.9849353305217,12.63195239298,0.923127885413092,16.0170791582265,1.99998358139766
959,17.3550383884946,15.0925006313606,29.9840736703731,12.6290352818785,0.922816382320869,16.013616936898,1.99998352445525
960,17.357041076817,15.0920409726435,29.9831596045578,12.6261185277408,0.9225049843432,16.0101094168539,1.99998346656643
961,17.3589876990087,15.0915532800916,29.9821898293293,12.6232021303206,0.922193691444616,16.0065537831857,1.99998340767594
962,17.3608747375433,15.0910357834628,29.9811608268907,12.6202860893474,0.921882503589658,16.0029470397442,1.99998334772463
963,17.3626984467041,15.0904865976729,29.980068851229,12.6173704045249,0.921571420742879,15.9992859972169,1.99998328664923
964,17.3644548374676,15.0899037151885,29.9789099129965,12.6144550755289,0.921260442868847,15.9955672604089,1.99998322438202
965,17.3661396613688,15.0892849979065,29.9776797633745,12.6115401020057,0.920949569932138,15.9917872146718,1.99998316085048
966,17.3677483932807,15.0886281684881,29.9763738768498,12.6086254835691,0.920638801897341,15.9879420114245,1.99998309597698
967,17.3692762130325,15.0879308011079,29.9749874328313,12.6057112197988,0.920328138729059,15.9840275527027,1.99998302967832
968,17.370717985788,15.087190311579,29.9735152960252,12.6027973102372,0.920017580391906,15.9800394746729,1.99998296186538
969,17.3720682410999,15.086403946812,29.9719519954866,12.5998837543866,0.919707126850505,15.9759731300395,1.99998289244258
970,17.3733211505492,15.085568773562,29.9702917022558,12.5969705517066,0.919396778069496,15.9718235692707,1.99998282130746
971,17.3744705038735,15.084681666415,29.9685282054834,12.5940577016099,0.919086534013527,15.9675855205622,1.99998274835009
972,17.3755096834808,15.0837392949617,29.9666548869402,12.5911452034595,0.918776394647259,15.963253368454,1.9999826734525
973,17.376431637239,15.0827381101041,29.9646646938032,12.5882330565642,0.918466359935367,15.9588211310083,1.99998259648803
974,17.3772288494229,15.0816743294344,29.9625501095974,12.5853212601745,0.918156429842533,15.9542824354502,1.99998251732064
975,17.3778933096928,15.0805439216235,29.9603031231707,12.5824098134779,0.917846604333457,15.9496304921682,1.99998243580418
976,17.3784164799705,15.0793425897516,29.9579151955643,12.5794987155938,0.917536883372847,15.9448580669614,1.99998235178151
977,17.3787892590689,15.0780657535082,29.9553772246365,12.5765879655676,0.917227266925423,15.9399574514151,1.99998226508365
978,17.3790019449209,15.0767085301844,29.952679507286,12.5736775623651,0.916917754955918,15.9349204312775,1.99998217552876
979,17.3790441942448,15.0752657143742,29.9498116991103,12.5707675048655,0.916608347429078,15.9297382527007,1.99998208292107
980,17.3789049794687,15.0737317562984,29.9467627713228,12.5678577918542,0.916299044309658,15.9244015862018,1.99998198704973
981,17.3785725427288,15.0721007386538,29.9435209647433,12.5649484220145,0.915989845562427,15.9189004881876,1.99998188768747
982,17.3780343467389,15.0703663518902,29.9400737406583,12.5620393939194,0.915680751152166,15.9132243598783,1.99998178458921
983,17.3772770223187,15.0685218678048,29.93640772834,12.5591307060212,0.915371761043665,15.9073619034517,1.99998167749049
984,17.376286312351,15.0665601113399,29.9325086689926,12.5562223566416,0.915062875201731,15.90130107522,1.99998156610575
985,17.3750470119233,15.0644734304614,29.9283613558825,12.5533143439592,0.914754093591178,15.8950290356354,1.99998145012645
986,17.3735429043935,15.0622536639857,29.9239495703906,12.5504066659971,0.914445416176835,15.8885320959103,1.99998132921895
987,17.3717566930984,15.0598921072146,29.9192560137069,12.5474993206085,0.914136842923541,15.881795661019,1.99998120302223
988,17.3696699284085,15.0573794752291,29.9142622338692,12.5445923054607,0.913828373796148,15.8748041688364,1.99998107114533
989,17.367262929809,15.0547058636799,29.9089485478265,12.5416856180176,0.913520008759518,15.8675410251497,1.99998093316448
990,17.3645147026661,15.0518607069046,29.9032939581862,12.5387792555201,0.913211747778529,15.8599885342601,1.99998078861999
991,17.3614028493148,15.0488327331882,29.8972760642796,12.5358732149648,0.912903590818066,15.852127824877,1.99998063701275
992,17.3579034740789,15.0456099169699,29.8908709671581,12.5329674930792,0.912595537843028,15.84393877098,1.99998047780029
993,17.3539910818062,15.0421794277894,29.8840531681016,12.5300620862954,0.912287588818327,15.8353999073087,1.99998031039245
994,17.3496384694762,15.0385275757457,29.8767954601955,12.5271569907194,0.911979743708885,15.8264883391119,1.99998013414651
995,17.3448166104035,15.0346397532341,29.8690688125009,12.5242522020974,0.911672002479637,15.8171796457651,1.99997994836172
996,17.3394945305307,15.0305003727014,29.8608422463089,12.5213477157782,0.911364365095529,15.8074477778388,1.99997975227316
997,17.3336391762671,15.0260928001504,29.8520827029372,12.5184435266701,0.911056831521519,15.79726494717,1.99997954504491
998,17.3272152732948,15.0213992841005,29.842754902488,12.5155396291931,0.910749401722578,15.7866015094603,1.99997932576221
999,17.3201851757228,15.0164008796941,29.8328211929473,12.5126360172245,0.910442075663686,15.7754258388901,1.99997909342271
1000,17.312508704926,15.0110773676146,29.8222413889632,12.5097326840372,0.910134853309838,15.7637041942057,1.99997884692658
1001,17.304142977364,15.005407167464,29.8109725995945,12.5068296222306,0.909827734626039,15.7514005756964,1.99997858506519
1002,17.2950422206231,14.9993672452162,29.7989690442735,12.5039268236505,0.909520719577306,15.7384765724407,1.99997830650835
1003,17.285157576874,14.9929330143453,29.7861818561734,12.5010242792994,0.909213808128669,15.7248911991588,1.99997800978969
1004,17.2744368928835,14.9860782301916,29.7725588721168,12.4981219792333,0.908907000245168,15.7106007219616,1.99997769329002
1005,17.262824495658,14.9787748771056,29.7580444081011,12.495219912443,0.908600295891857,15.6955584722392,1.99997735521821
1006,17.2502609527342,14.9709930478745,29.7425790194533,12.4923180667192,0.908293695033798,15.6797146478812,1.99997699358929
